interaction_name,pathway_name,uniprot_ligand,uniprot_receptor,agonist,antagonist,co_A_receptor,co_I_receptor,annotation,interaction_name_2,evidence,is_neurotransmitter,ligand.symbol,ligand.family,ligand.location,ligand.keyword,ligand.secreted_type,ligand.transmembrane,receptor.symbol,receptor.family,receptor.location,receptor.keyword,receptor.surfaceome_main,receptor.surfaceome_sub,receptor.adhesome,receptor.secreted_type,receptor.transmembrane,version,unique_int
JAM2_JAM2,JAM,P57087,P57087,,,,,Cell-Cell Contact,JAM2 - JAM2,KEGG: hsa04514,FALSE,JAM2,Immunoglobulin,"Cell membrane, Cell junction, Tight junction","Disease variant, Membrane, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Direct protein sequencing, Alternative splicing, Tight junction, Cell junction, Glycoprotein",,TRUE,JAM2,Immunoglobulin,"Cell membrane, Cell junction, Tight junction","Disease variant, Membrane, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Direct protein sequencing, Alternative splicing, Tight junction, Cell junction, Glycoprotein",Miscellaneous,IG_AdhesionProteins;StructuralAndAdhesion,,,TRUE,CellChatDB v1,P57087_P57087
JAM3_F11R,JAM,Q9BX67,Q9Y624,,,,,Cell-Cell Contact,JAM3 - F11R,KEGG: hsa04514,FALSE,JAM3,Immunoglobulin,"Desmosome, Cell membrane, Cell junction, Tight junction","Membrane, Secreted, Disulfide bond, Differentiation, Transmembrane, Spermatogenesis, Alternative splicing, Tight junction, Glycoprotein, Disease variant, Signal, Reference proteome, Immunoglobulin domain, Lipoprotein, Transmembrane helix, Cell membrane, Direct protein sequencing, Angiogenesis, Cell junction, Palmitate, Cell adhesion",secreted,TRUE,F11R,Immunoglobulin,"Cell membrane, Cell junction, Tight junction","Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Host cell receptor for virus entry, Receptor, Alternative splicing, Tight junction, Glycoprotein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Phosphoprotein, Direct protein sequencing, 3D-structure, Cell junction, Repeat",Miscellaneous,IG_Unknown_function;Unknown_function,,,TRUE,CellChatDB v1,Q9BX67_Q9Y624
JAM3_JAM3,JAM,Q9BX67,Q9BX67,,,,,Cell-Cell Contact,JAM3 - JAM3,KEGG: hsa04514,FALSE,JAM3,Immunoglobulin,"Desmosome, Cell membrane, Cell junction, Tight junction","Membrane, Secreted, Disulfide bond, Differentiation, Transmembrane, Spermatogenesis, Alternative splicing, Tight junction, Glycoprotein, Disease variant, Signal, Reference proteome, Immunoglobulin domain, Lipoprotein, Transmembrane helix, Cell membrane, Direct protein sequencing, Angiogenesis, Cell junction, Palmitate, Cell adhesion",secreted,TRUE,JAM3,Immunoglobulin,"Desmosome, Cell membrane, Cell junction, Tight junction","Membrane, Secreted, Disulfide bond, Differentiation, Transmembrane, Spermatogenesis, Alternative splicing, Tight junction, Glycoprotein, Disease variant, Signal, Reference proteome, Immunoglobulin domain, Lipoprotein, Transmembrane helix, Cell membrane, Direct protein sequencing, Angiogenesis, Cell junction, Palmitate, Cell adhesion",Unclassified,Unclassified,,secreted,TRUE,CellChatDB v1,Q9BX67_Q9BX67
L1CAM_ITGAV_ITGB3,L1CAM,P32004,P05106_P06756,,,,,Cell-Cell Contact,L1CAM - (ITGAV+ITGB3),PMID: 9396761,TRUE,L1CAM,"Immunoglobulin superfamily, L1/neurofascin/NgCAM","Cell projection, Axon, Growth cone, Cell membrane, Dendrite","Membrane, Intellectual disability, Disulfide bond, Differentiation, Transmembrane, Hereditary spastic paraplegia, Neurogenesis, Alternative splicing, Glycoprotein, Disease variant, Cell projection, Developmental protein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Neurodegeneration, Phosphoprotein, Direct protein sequencing, Hirschsprung disease, Cell adhesion, Repeat",,TRUE,"ITGAV, ITGB3","Integrin alpha chain, Integrin beta chain","Focal adhesion, Cell membrane, Cell junction, Postsynaptic cell membrane, Lamellipodium membrane, Cell projection, Synapse","Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Host cell receptor for virus entry, Receptor, Alternative splicing, Glycoprotein, Signal, Reference proteome, Integrin, Metal-binding, Transmembrane helix, Cell membrane, Direct protein sequencing, Calcium, Cleavage on pair of basic residues, 3D-structure, Cell junction, Cell adhesion, Repeat, Cell projection, Disease variant, Phosphoprotein, Postsynaptic cell membrane, Synapse",Receptors,Integrin;Other_receptors,Adhesion receptor,,TRUE,CellChatDB v1,P32004_P05106_P06756
L1CAM_ITGA4_ITGB7,L1CAM,P32004,P13612_P26010,,,,,Cell-Cell Contact,L1CAM - (ITGA4+ITGB7),PMID: 8557754,FALSE,L1CAM,"Immunoglobulin superfamily, L1/neurofascin/NgCAM","Cell projection, Axon, Growth cone, Cell membrane, Dendrite","Membrane, Intellectual disability, Disulfide bond, Differentiation, Transmembrane, Hereditary spastic paraplegia, Neurogenesis, Alternative splicing, Glycoprotein, Disease variant, Cell projection, Developmental protein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Neurodegeneration, Phosphoprotein, Direct protein sequencing, Hirschsprung disease, Cell adhesion, Repeat",,TRUE,"ITGA4, ITGB7","Integrin alpha chain, Integrin beta chain",Membrane,"Membrane, Disulfide bond, Transmembrane, Receptor, Alternative splicing, Glycoprotein, Signal, Reference proteome, Integrin, Metal-binding, Transmembrane helix, Phosphoprotein, Direct protein sequencing, Calcium, 3D-structure, Cell adhesion, Repeat, Host cell receptor for virus entry, Magnesium",Receptors,Integrin;Other_receptors,Adhesion receptor,,TRUE,CellChatDB v1,P32004_P13612_P26010
L1CAM_L1CAM,L1CAM,P32004,P32004,,,,,Cell-Cell Contact,L1CAM - L1CAM,PMID: 18701456,FALSE,L1CAM,"Immunoglobulin superfamily, L1/neurofascin/NgCAM","Cell projection, Axon, Growth cone, Cell membrane, Dendrite","Membrane, Intellectual disability, Disulfide bond, Differentiation, Transmembrane, Hereditary spastic paraplegia, Neurogenesis, Alternative splicing, Glycoprotein, Disease variant, Cell projection, Developmental protein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Neurodegeneration, Phosphoprotein, Direct protein sequencing, Hirschsprung disease, Cell adhesion, Repeat",,TRUE,L1CAM,"Immunoglobulin superfamily, L1/neurofascin/NgCAM","Cell projection, Axon, Growth cone, Cell membrane, Dendrite","Membrane, Intellectual disability, Disulfide bond, Differentiation, Transmembrane, Hereditary spastic paraplegia, Neurogenesis, Alternative splicing, Glycoprotein, Disease variant, Cell projection, Developmental protein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Neurodegeneration, Phosphoprotein, Direct protein sequencing, Hirschsprung disease, Cell adhesion, Repeat",Miscellaneous,IG_AdhesionProteins;StructuralAndAdhesion,,,TRUE,CellChatDB v1,P32004_P32004
LCK_CD8A_CD8B1,LCK,P06239,P01732_P10966,,,,,Cell-Cell Contact,LCK - (CD8A+CD8B1),PMID: 25427562,FALSE,LCK,"Protein kinase superfamily, Tyr protein kinase","Cytoplasm, Cell membrane, Cytosol","Membrane, Host-virus interaction, Kinase, ATP-binding, Cytoplasm, Alternative splicing, Tyrosine-protein kinase, Transferase, SH3 domain, Myristate, Disease variant, Chromosomal rearrangement, Reference proteome, Lipoprotein, Cell membrane, Proto-oncogene, Phosphoprotein, SH2 domain, 3D-structure, Palmitate, Nucleotide-binding",,TRUE,"CD8B, CD8A",,Cell membrane,"Immunity, Membrane, Disulfide bond, Secreted, Transmembrane, Alternative splicing, Adaptive immunity, Glycoprotein, Signal, Reference proteome, Lipoprotein, Immunoglobulin domain, Transmembrane helix, Phosphoprotein, Cell membrane, Palmitate, Disease variant, 3D-structure",Unclassified,Unclassified,,secreted,TRUE,CellChatDB v1,P06239_P01732_P10966
MADCAM1_ITGA4_ITGB7,MADCAM,Q13477,P13612_P26010,,,,,Cell-Cell Contact,MADCAM1 - (ITGA4+ITGB7),KEGG: hsa04514; PMID: 7517418,FALSE,MADCAM1,,Membrane,"Membrane, Signal, Reference proteome, Immunoglobulin domain, Transmembrane helix, Disulfide bond, Transmembrane, Glycoprotein, Alternative splicing, 3D-structure, Cell adhesion, Repeat",,TRUE,"ITGA4, ITGB7","Integrin alpha chain, Integrin beta chain",Membrane,"Membrane, Disulfide bond, Transmembrane, Receptor, Alternative splicing, Glycoprotein, Signal, Reference proteome, Integrin, Metal-binding, Transmembrane helix, Phosphoprotein, Direct protein sequencing, Calcium, 3D-structure, Cell adhesion, Repeat, Host cell receptor for virus entry, Magnesium",Receptors,Integrin;Other_receptors,Adhesion receptor,,TRUE,CellChatDB v1,Q13477_P13612_P26010
MAG_MAG,MAG,P20916,P20916,,,,,Cell-Cell Contact,MAG - MAG,KEGG: hsa04514,FALSE,MAG,"Immunoglobulin superfamily, SIGLEC (sialic acid binding Ig-like lectin)","Cell membrane, Membrane raft","Membrane, Disulfide bond, Transmembrane, Lipid-binding, Hereditary spastic paraplegia, Alternative splicing, Repeat, Glycoprotein, Lectin, Disease variant, Signal, Reference proteome, Neurodegeneration, Immunoglobulin domain, Lipoprotein, Transmembrane helix, Cell membrane, Phosphoprotein, Palmitate, Cell adhesion, Ubl conjugation",,NA,MAG,"Immunoglobulin superfamily, SIGLEC (sialic acid binding Ig-like lectin)","Cell membrane, Membrane raft","Membrane, Disulfide bond, Transmembrane, Lipid-binding, Hereditary spastic paraplegia, Alternative splicing, Repeat, Glycoprotein, Lectin, Disease variant, Signal, Reference proteome, Neurodegeneration, Immunoglobulin domain, Lipoprotein, Transmembrane helix, Cell membrane, Phosphoprotein, Palmitate, Cell adhesion, Ubl conjugation",Miscellaneous,IG_AdhesionProteins;StructuralAndAdhesion,,,NA,CellChatDB v1,P20916_P20916
HLA-A_CD8A,MHC-I,P04439,P01732,,,,,Cell-Cell Contact,HLA-A - CD8A,KEGG: hsa04514,FALSE,HLA-A,MHC class I,"Cell membrane, Endoplasmic reticulum membrane","Immunity, Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Alternative splicing, Adaptive immunity, Endoplasmic reticulum, Glycoprotein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Innate immunity, Transmembrane helix, MHC I, Phosphoprotein, Sulfation, Direct protein sequencing, 3D-structure, Ubl conjugation",,TRUE,CD8A,,Cell membrane,"Immunity, Membrane, Disulfide bond, Secreted, Transmembrane, Alternative splicing, Adaptive immunity, Glycoprotein, Disease variant, Signal, Reference proteome, Lipoprotein, Immunoglobulin domain, Transmembrane helix, Cell membrane, 3D-structure, Palmitate",Unclassified,Unclassified,,secreted,TRUE,CellChatDB v1,P04439_P01732
HLA-B_CD8A,MHC-I,P01889,P01732,,,,,Cell-Cell Contact,HLA-B - CD8A,KEGG: hsa04514,FALSE,HLA-B,,"Cell membrane, Endoplasmic reticulum membrane","Immunity, Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Adaptive immunity, Endoplasmic reticulum, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Innate immunity, MHC I, Direct protein sequencing, 3D-structure",,TRUE,CD8A,,Cell membrane,"Immunity, Membrane, Disulfide bond, Secreted, Transmembrane, Alternative splicing, Adaptive immunity, Glycoprotein, Disease variant, Signal, Reference proteome, Lipoprotein, Immunoglobulin domain, Transmembrane helix, Cell membrane, 3D-structure, Palmitate",Unclassified,Unclassified,,secreted,TRUE,CellChatDB v1,P01889_P01732
HLA-C_CD8A,MHC-I,P10321,P01732,,,,,Cell-Cell Contact,HLA-C - CD8A,KEGG: hsa04514,FALSE,HLA-C,,"Endoplasmic reticulum membrane, Cell membrane","Immunity, Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Alternative splicing, Adaptive immunity, Endoplasmic reticulum, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Innate immunity, MHC I, 3D-structure",,TRUE,CD8A,,Cell membrane,"Immunity, Membrane, Disulfide bond, Secreted, Transmembrane, Alternative splicing, Adaptive immunity, Glycoprotein, Disease variant, Signal, Reference proteome, Lipoprotein, Immunoglobulin domain, Transmembrane helix, Cell membrane, 3D-structure, Palmitate",Unclassified,Unclassified,,secreted,TRUE,CellChatDB v1,P10321_P01732
HLA-E_CD8A,MHC-I,P13747,P01732,,,,,Cell-Cell Contact,HLA-E - CD8A,KEGG: hsa04514,FALSE,HLA-E,MHC class I,"Golgi apparatus membrane, Cell membrane, Alpha chain E]: Secreted, [Soluble HLA class I histocompatibility antigen","Immunity, Membrane, Host-virus interaction, Disulfide bond, Secreted, Transmembrane, Adaptive immunity, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Innate immunity, MHC I, Golgi apparatus, 3D-structure",,TRUE,CD8A,,Cell membrane,"Immunity, Membrane, Disulfide bond, Secreted, Transmembrane, Alternative splicing, Adaptive immunity, Glycoprotein, Disease variant, Signal, Reference proteome, Lipoprotein, Immunoglobulin domain, Transmembrane helix, Cell membrane, 3D-structure, Palmitate",Unclassified,Unclassified,,secreted,TRUE,CellChatDB v1,P13747_P01732
HLA-F_CD8A,MHC-I,P30511,P01732,,,,,Cell-Cell Contact,HLA-F - CD8A,KEGG: hsa04514,FALSE,HLA-F,MHC class I,"Cell membrane, Lysosome membrane, Early endosome membrane","Lysosome, Immunity, Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, MHC I, Transmembrane, Alternative splicing, 3D-structure, Endosome, Glycoprotein",,TRUE,CD8A,,Cell membrane,"Immunity, Membrane, Disulfide bond, Secreted, Transmembrane, Alternative splicing, Adaptive immunity, Glycoprotein, Disease variant, Signal, Reference proteome, Lipoprotein, Immunoglobulin domain, Transmembrane helix, Cell membrane, 3D-structure, Palmitate",Unclassified,Unclassified,,secreted,TRUE,CellChatDB v1,P30511_P01732
HLA-G_CD8A,MHC-I,P17693,P01732,,,,,Cell-Cell Contact,HLA-G - CD8A,KEGG: hsa04514,FALSE,HLA-G,MHC class I,"Secreted, Cell projection, [Soluble HLA class I histocompatibility antigen, Early endosome membrane, Endoplasmic reticulum membrane, Alpha chain G]: Secreted, Cell membrane, Early endosome, Filopodium membrane","Immunity, Membrane, Disulfide bond, Secreted, Transmembrane, Alternative splicing, Endoplasmic reticulum, Glycoprotein, Cell projection, Signal, Reference proteome, Cell membrane, Transmembrane helix, MHC I, 3D-structure, Endosome",,TRUE,CD8A,,Cell membrane,"Immunity, Membrane, Disulfide bond, Secreted, Transmembrane, Alternative splicing, Adaptive immunity, Glycoprotein, Disease variant, Signal, Reference proteome, Lipoprotein, Immunoglobulin domain, Transmembrane helix, Cell membrane, 3D-structure, Palmitate",Unclassified,Unclassified,,secreted,TRUE,CellChatDB v1,P17693_P01732
HLA-A_CD8B,MHC-I,P04439,P10966,,,,,Cell-Cell Contact,HLA-A - CD8B,KEGG: hsa04514,FALSE,HLA-A,MHC class I,"Cell membrane, Endoplasmic reticulum membrane","Immunity, Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Alternative splicing, Adaptive immunity, Endoplasmic reticulum, Glycoprotein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Innate immunity, Transmembrane helix, MHC I, Phosphoprotein, Sulfation, Direct protein sequencing, 3D-structure, Ubl conjugation",,TRUE,CD8B,,Cell membrane,"Immunity, Membrane, Disulfide bond, Secreted, Transmembrane, Alternative splicing, Adaptive immunity, Glycoprotein, Signal, Reference proteome, Lipoprotein, Immunoglobulin domain, Transmembrane helix, Phosphoprotein, Cell membrane, Palmitate",Unclassified,Unclassified,,secreted,TRUE,CellChatDB v1,P04439_P10966
HLA-B_CD8B,MHC-I,P01889,P10966,,,,,Cell-Cell Contact,HLA-B - CD8B,KEGG: hsa04514,FALSE,HLA-B,,"Cell membrane, Endoplasmic reticulum membrane","Immunity, Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Adaptive immunity, Endoplasmic reticulum, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Innate immunity, MHC I, Direct protein sequencing, 3D-structure",,TRUE,CD8B,,Cell membrane,"Immunity, Membrane, Disulfide bond, Secreted, Transmembrane, Alternative splicing, Adaptive immunity, Glycoprotein, Signal, Reference proteome, Lipoprotein, Immunoglobulin domain, Transmembrane helix, Phosphoprotein, Cell membrane, Palmitate",Unclassified,Unclassified,,secreted,TRUE,CellChatDB v1,P01889_P10966
HLA-C_CD8B,MHC-I,P10321,P10966,,,,,Cell-Cell Contact,HLA-C - CD8B,KEGG: hsa04514,FALSE,HLA-C,,"Endoplasmic reticulum membrane, Cell membrane","Immunity, Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Alternative splicing, Adaptive immunity, Endoplasmic reticulum, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Innate immunity, MHC I, 3D-structure",,TRUE,CD8B,,Cell membrane,"Immunity, Membrane, Disulfide bond, Secreted, Transmembrane, Alternative splicing, Adaptive immunity, Glycoprotein, Signal, Reference proteome, Lipoprotein, Immunoglobulin domain, Transmembrane helix, Phosphoprotein, Cell membrane, Palmitate",Unclassified,Unclassified,,secreted,TRUE,CellChatDB v1,P10321_P10966
HLA-E_CD8B,MHC-I,P13747,P10966,,,,,Cell-Cell Contact,HLA-E - CD8B,KEGG: hsa04514,FALSE,HLA-E,MHC class I,"Golgi apparatus membrane, Cell membrane, Alpha chain E]: Secreted, [Soluble HLA class I histocompatibility antigen","Immunity, Membrane, Host-virus interaction, Disulfide bond, Secreted, Transmembrane, Adaptive immunity, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Innate immunity, MHC I, Golgi apparatus, 3D-structure",,TRUE,CD8B,,Cell membrane,"Immunity, Membrane, Disulfide bond, Secreted, Transmembrane, Alternative splicing, Adaptive immunity, Glycoprotein, Signal, Reference proteome, Lipoprotein, Immunoglobulin domain, Transmembrane helix, Phosphoprotein, Cell membrane, Palmitate",Unclassified,Unclassified,,secreted,TRUE,CellChatDB v1,P13747_P10966
HLA-F_CD8B,MHC-I,P30511,P10966,,,,,Cell-Cell Contact,HLA-F - CD8B,KEGG: hsa04514,FALSE,HLA-F,MHC class I,"Cell membrane, Lysosome membrane, Early endosome membrane","Lysosome, Immunity, Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, MHC I, Transmembrane, Alternative splicing, 3D-structure, Endosome, Glycoprotein",,TRUE,CD8B,,Cell membrane,"Immunity, Membrane, Disulfide bond, Secreted, Transmembrane, Alternative splicing, Adaptive immunity, Glycoprotein, Signal, Reference proteome, Lipoprotein, Immunoglobulin domain, Transmembrane helix, Phosphoprotein, Cell membrane, Palmitate",Unclassified,Unclassified,,secreted,TRUE,CellChatDB v1,P30511_P10966
HLA-G_CD8B,MHC-I,P17693,P10966,,,,,Cell-Cell Contact,HLA-G - CD8B,KEGG: hsa04514,FALSE,HLA-G,MHC class I,"Secreted, Cell projection, [Soluble HLA class I histocompatibility antigen, Early endosome membrane, Endoplasmic reticulum membrane, Alpha chain G]: Secreted, Cell membrane, Early endosome, Filopodium membrane","Immunity, Membrane, Disulfide bond, Secreted, Transmembrane, Alternative splicing, Endoplasmic reticulum, Glycoprotein, Cell projection, Signal, Reference proteome, Cell membrane, Transmembrane helix, MHC I, 3D-structure, Endosome",,TRUE,CD8B,,Cell membrane,"Immunity, Membrane, Disulfide bond, Secreted, Transmembrane, Alternative splicing, Adaptive immunity, Glycoprotein, Signal, Reference proteome, Lipoprotein, Immunoglobulin domain, Transmembrane helix, Phosphoprotein, Cell membrane, Palmitate",Unclassified,Unclassified,,secreted,TRUE,CellChatDB v1,P17693_P10966
HLA-A_CD8B2,MHC-I,P04439,A6NJW9,,,,,Cell-Cell Contact,HLA-A - CD8B2,KEGG: hsa04514,FALSE,HLA-A,MHC class I,"Cell membrane, Endoplasmic reticulum membrane","Immunity, Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Alternative splicing, Adaptive immunity, Endoplasmic reticulum, Glycoprotein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Innate immunity, Transmembrane helix, MHC I, Phosphoprotein, Sulfation, Direct protein sequencing, 3D-structure, Ubl conjugation",,TRUE,CD8B2,,Cell membrane,"Immunity, Membrane, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Adaptive immunity, Glycoprotein",Unclassified,Unclassified,,,NA,CellChatDB v1,P04439_A6NJW9
HLA-B_CD8B2,MHC-I,P01889,A6NJW9,,,,,Cell-Cell Contact,HLA-B - CD8B2,KEGG: hsa04514,FALSE,HLA-B,,"Cell membrane, Endoplasmic reticulum membrane","Immunity, Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Adaptive immunity, Endoplasmic reticulum, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Innate immunity, MHC I, Direct protein sequencing, 3D-structure",,TRUE,CD8B2,,Cell membrane,"Immunity, Membrane, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Adaptive immunity, Glycoprotein",Unclassified,Unclassified,,,NA,CellChatDB v1,P01889_A6NJW9
HLA-C_CD8B2,MHC-I,P10321,A6NJW9,,,,,Cell-Cell Contact,HLA-C - CD8B2,KEGG: hsa04514,FALSE,HLA-C,,"Endoplasmic reticulum membrane, Cell membrane","Immunity, Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Alternative splicing, Adaptive immunity, Endoplasmic reticulum, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Innate immunity, MHC I, 3D-structure",,TRUE,CD8B2,,Cell membrane,"Immunity, Membrane, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Adaptive immunity, Glycoprotein",Unclassified,Unclassified,,,NA,CellChatDB v1,P10321_A6NJW9
HLA-E_CD8B2,MHC-I,P13747,A6NJW9,,,,,Cell-Cell Contact,HLA-E - CD8B2,KEGG: hsa04514,FALSE,HLA-E,MHC class I,"Golgi apparatus membrane, Cell membrane, Alpha chain E]: Secreted, [Soluble HLA class I histocompatibility antigen","Immunity, Membrane, Host-virus interaction, Disulfide bond, Secreted, Transmembrane, Adaptive immunity, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Innate immunity, MHC I, Golgi apparatus, 3D-structure",,TRUE,CD8B2,,Cell membrane,"Immunity, Membrane, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Adaptive immunity, Glycoprotein",Unclassified,Unclassified,,,NA,CellChatDB v1,P13747_A6NJW9
HLA-F_CD8B2,MHC-I,P30511,A6NJW9,,,,,Cell-Cell Contact,HLA-F - CD8B2,KEGG: hsa04514,FALSE,HLA-F,MHC class I,"Cell membrane, Lysosome membrane, Early endosome membrane","Lysosome, Immunity, Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, MHC I, Transmembrane, Alternative splicing, 3D-structure, Endosome, Glycoprotein",,TRUE,CD8B2,,Cell membrane,"Immunity, Membrane, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Adaptive immunity, Glycoprotein",Unclassified,Unclassified,,,NA,CellChatDB v1,P30511_A6NJW9
HLA-G_CD8B2,MHC-I,P17693,A6NJW9,,,,,Cell-Cell Contact,HLA-G - CD8B2,KEGG: hsa04514,FALSE,HLA-G,MHC class I,"Secreted, Cell projection, [Soluble HLA class I histocompatibility antigen, Early endosome membrane, Endoplasmic reticulum membrane, Alpha chain G]: Secreted, Cell membrane, Early endosome, Filopodium membrane","Immunity, Membrane, Disulfide bond, Secreted, Transmembrane, Alternative splicing, Endoplasmic reticulum, Glycoprotein, Cell projection, Signal, Reference proteome, Cell membrane, Transmembrane helix, MHC I, 3D-structure, Endosome",,TRUE,CD8B2,,Cell membrane,"Immunity, Membrane, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Adaptive immunity, Glycoprotein",Unclassified,Unclassified,,,NA,CellChatDB v1,P17693_A6NJW9
HLA-C_KIR2DL1,MHC-I,P10321,P43626,,,,,Cell-Cell Contact,HLA-C - KIR2DL1,PMID: 28484462,FALSE,HLA-C,,"Endoplasmic reticulum membrane, Cell membrane","Immunity, Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Alternative splicing, Adaptive immunity, Endoplasmic reticulum, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Innate immunity, MHC I, 3D-structure",,TRUE,KIR2DL1,Immunoglobulin,Cell membrane,"Membrane, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Direct protein sequencing, Receptor, Alternative splicing, Repeat, 3D-structure, Glycoprotein",Receptors,IG;KIR,,,TRUE,CellChatDB v1,P10321_P43626
HLA-C_KIR2DL2,MHC-I,P10321,P43627,,,,,Cell-Cell Contact,HLA-C - KIR2DL2,PMID: 28484462,FALSE,HLA-C,,"Endoplasmic reticulum membrane, Cell membrane","Immunity, Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Alternative splicing, Adaptive immunity, Endoplasmic reticulum, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Innate immunity, MHC I, 3D-structure",,TRUE,KIR2DL2,Immunoglobulin,Cell membrane,"Membrane, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, Repeat, 3D-structure, Glycoprotein",Receptors,IG;KIR,,,NA,CellChatDB v1,P10321_P43627
HLA-C_KIR2DL3,MHC-I,P10321,P43628,,,,,Cell-Cell Contact,HLA-C - KIR2DL3,PMID: 28484462,FALSE,HLA-C,,"Endoplasmic reticulum membrane, Cell membrane","Immunity, Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Alternative splicing, Adaptive immunity, Endoplasmic reticulum, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Innate immunity, MHC I, 3D-structure",,TRUE,KIR2DL3,Immunoglobulin,Cell membrane,"Membrane, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, Alternative splicing, Repeat, 3D-structure, Glycoprotein",Receptors,IG;KIR,,,TRUE,CellChatDB v1,P10321_P43628
HLA-C_KIR2DS1,MHC-I,P10321,Q14954,,,,,Cell-Cell Contact,HLA-C - KIR2DS1,PMID: 28484462,FALSE,HLA-C,,"Endoplasmic reticulum membrane, Cell membrane","Immunity, Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Alternative splicing, Adaptive immunity, Endoplasmic reticulum, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Innate immunity, MHC I, 3D-structure",,TRUE,KIR2DS1,Immunoglobulin,Cell membrane,"Membrane, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, Repeat, Glycoprotein",Receptors,IG;KIR,,,NA,CellChatDB v1,P10321_Q14954
